dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
26 June,Madhya Pradesh,12798,3.889035763448898,9804,546,4,203,2.7124532335649385,173.71428571428572,2.6204072836978773,7484,329079,3855.236529636928,,,6629.285714285715,7.285714285714286
27 June,Madhya Pradesh,12965,3.8467130111766816,9971,550,4,167,2.097462949007787,177.28571428571428,2.6855658948279593,7962,337041,3948.5131995215734,,,6601.428571428572,7.0
28 June,Madhya Pradesh,13186,3.8238466981405654,10084,557,7,221,2.835150737652341,183.28571428571428,2.6788883552920053,7795,344836,4039.83342581532,,,6841.857142857143,6.0
29 June,Madhya Pradesh,13370,3.7809802834745425,10199,564,7,184,2.096627164995442,184.57142857142858,2.536367027228646,8776,353612,4142.646293801711,,,7277.0,6.142857142857143
30 June,Madhya Pradesh,13593,3.7193508579433985,10395,572,8,223,1.8810628426824125,190.28571428571428,2.310293990113607,11855,365467,4281.530358293356,,,8236.42857142857,6.714285714285714
01 July,Madhya Pradesh,13861,3.7179696951001984,10655,581,9,268,3.6492374727668846,201.85714285714286,2.4432417477910535,7344,372811,4367.567015368567,,,8261.857142857143,6.714285714285714
02 July,Madhya Pradesh,14106,3.7057177759388424,10815,589,8,245,3.1234064252932177,215.85714285714286,2.5584151710125296,7844,380655,4459.461287985392,,,8437.142857142857,6.714285714285714
03 July,Madhya Pradesh,14297,3.6736214605067063,11049,593,4,191,2.2404692082111435,214.14285714285714,2.494134872963844,8525,389180,4559.333632969894,,,8585.857142857143,6.714285714285714
04 July,Madhya Pradesh,14604,3.6663160352372035,11234,598,5,307,3.355557984479178,234.14285714285714,2.674259235086803,9149,398329,4666.516282150328,,,8755.42857142857,6.857142857142857
05 July,Madhya Pradesh,14930,3.6603723625950644,11411,608,10,326,3.412540563173872,249.14285714285714,2.766234178219078,9553,407882,4778.431884688386,,,9006.57142857143,7.285714285714286
06 July,Madhya Pradesh,15284,3.661697835659628,11579,617,9,354,3.7184873949579833,273.42857142857144,3.0004702931493963,9520,417402,4889.960884600698,,,9112.857142857143,7.571428571428571
07 July,Madhya Pradesh,15627,3.658493759701084,11768,622,5,343,3.5211990555384456,290.57142857142856,3.297879239898826,9741,427143,5004.078950582402,,,8810.857142857143,7.142857142857143
08 July,Madhya Pradesh,16036,3.6617724293836913,11987,629,7,409,3.791601001205154,310.7142857142857,3.340039005512984,10787,437930,5130.451148277161,,,9302.714285714286,6.857142857142857
09 July,Madhya Pradesh,16341,3.633917452410603,12232,634,5,305,2.595744680851064,319.2857142857143,3.237957261861644,11750,449680,5268.105113505067,,,9860.714285714286,6.428571428571429
10 July,Madhya Pradesh,16657,3.6136945943190124,12481,638,4,316,2.8061451025663797,337.14285714285717,3.2886944161870653,11261,460941,5400.030330733274,,,10251.57142857143,6.428571428571429
12 July,Madhya Pradesh,17632,3.6266701770552228,12876,653,9,431,3.6790439607341017,354.85714285714283,3.3419887793130356,11715,486176,5695.664187118483,,,10618.142857142857,7.0
13 July,Madhya Pradesh,18207,3.5754472991204245,13208,663,10,575,2.4949017225669285,390.42857142857144,3.112011933364457,23047,509223,5965.665117893592,,,12545.857142857143,7.0
14 July,Madhya Pradesh,19005,3.6428982173663025,13575,673,10,798,6.395768213512864,453.85714285714283,3.499746634647161,12477,521700,6111.836056119003,,,12968.285714285714,7.142857142857143
15 July,Madhya Pradesh,19643,3.6343418756926673,13908,682,9,638,3.3966884949156153,496.0,3.4782608695652173,18783,540483,6331.883241555237,,,14260.0,7.714285714285714
16 July,Madhya Pradesh,20378,3.6844446212315716,14127,689,7,735,5.833796333042305,542.5714285714286,3.7370119647355162,12599,553082,6479.483437972801,,,14518.857142857143,7.714285714285714
17 July,Madhya Pradesh,21082,3.7157803455982403,14514,698,9,704,4.9292816132194375,599.5714285714286,4.0292231481125915,14282,567364,6646.800368303435,,,14880.57142857143,8.285714285714286
18 July,Madhya Pradesh,21763,3.7287438640977975,14864,706,8,681,4.180222208581426,651.7142857142857,4.1778852317892925,16291,583655,6837.6531978802695,,,15599.142857142857,8.857142857142858
19 July,Madhya Pradesh,22600,3.768928023480755,15311,721,15,837,5.2361588989677825,709.7142857142857,4.37848128040612,15985,599640,7024.9211667456375,,,16209.142857142857,9.714285714285714
20 July,Madhya Pradesh,23310,3.7849388336997576,15684,738,17,710,4.376772284551843,729.0,4.785303688144112,16222,615862,7214.965645377729,,,15234.142857142857,10.714285714285714
21 July,Madhya Pradesh,24095,3.8181365845464903,16257,756,18,785,5.162775402828017,727.1428571428571,4.654054696572092,15205,631067,7393.095733998181,,,15623.857142857143,11.857142857142858
22 July,Madhya Pradesh,24842,3.85145495447308,16836,770,14,747,5.360218140068886,742.7142857142857,4.974167623421355,13936,645003,7556.359194374018,,,14931.42857142857,12.571428571428571
23 July,Madhya Pradesh,25474,3.8663224404244243,17359,780,10,632,4.557911438049906,728.0,4.817227069488689,13866,658869,7718.80258857403,,,15112.42857142857,13.0
24 July,Madhya Pradesh,26210,3.911035506711134,17866,791,11,736,6.521353889774942,732.5714285714286,4.988763607708846,11286,670155,7851.020686579318,,,14684.42857142857,13.285714285714286
25 July,Madhya Pradesh,26926,3.934139759416381,18488,799,8,716,5.019629837352777,737.5714285714286,5.123853757294272,14264,684419,8018.126742750454,,,14394.857142857143,13.285714285714286
26 July,Madhya Pradesh,27800,3.9818325309988527,19132,811,12,874,6.35543920884235,742.8571428571429,5.27752686971613,13752,698171,8179.234600606977,,,14075.857142857143,12.857142857142858
27 July,Madhya Pradesh,28589,4.015410501950892,19791,820,9,789,5.712837593222793,754.1428571428571,5.492093216812318,13811,711982,8341.033657097412,,,13731.42857142857,11.714285714285714
28 July,Madhya Pradesh,29217,4.031749492529734,20343,830,10,628,4.94838862185801,731.7142857142857,5.4718714612311175,12691,724673,8489.711654774634,,,13372.285714285714,10.571428571428571
29 July,Madhya Pradesh,30134,4.077749781457294,20934,844,14,917,6.406763082512401,756.0,5.630805571220327,14313,738986,8657.391757268846,,,13426.142857142857,10.571428571428571
30 July,Madhya Pradesh,30968,4.113031328527182,21657,857,13,834,5.983641842445114,784.8571428571429,5.841263090744777,13938,752924,8820.67864810685,,,13436.42857142857,11.0
31 July,Madhya Pradesh,31806,4.143720906600171,22271,867,10,838,5.721308117703284,799.4285714285714,5.74443623224111,14647,767571,8992.271637782862,,,13916.57142857143,10.857142857142858
01 August,Madhya Pradesh,32614,4.161175040094721,22969,876,9,808,4.988270156809483,812.5714285714286,5.725213890286865,16198,783769,9182.034950868956,,,14192.857142857143,11.0
02 August,Madhya Pradesh,33535,4.194496560350219,23550,886,10,921,5.854681838408238,819.2857142857143,5.659781503814308,15731,799500,9366.327251039185,,,14475.57142857143,10.714285714285714
03 August,Madhya Pradesh,34285,4.220409127950347,24099,900,14,750,5.831130461825532,813.7142857142857,5.674437138872285,12862,812362,9517.008553231637,8.786423312419497,150.6813021924528,14340.0,11.428571428571429
04 August,Madhya Pradesh,35082,4.24864028251605,25414,912,12,797,5.965122371080009,837.8571428571429,5.804057397328055,13361,825723,9673.53575573462,9.337039173331119,156.52720250298256,14435.714285714286,11.714285714285714
05 August,Madhya Pradesh,35734,4.263991857200304,26064,929,17,652,5.293067056340315,800.0,5.653424864974005,12318,838041,9817.843972217797,7.63833066626335,144.30821648317783,14150.714285714286,12.142857142857142
06 August,Madhya Pradesh,36564,4.319514603938172,26902,946,17,830,9.83062892336847,799.4285714285714,5.9811885421120135,8443,846484,9916.755668253476,9.723641799077578,98.9116960356771,13365.714285714286,12.714285714285714
07 August,Madhya Pradesh,37298,4.3373751774872344,27621,962,16,734,5.4625288382823545,784.5714285714286,5.9469409853817,13437,859921,10074.173228318783,8.598979615087883,157.41756006530773,13192.857142857143,13.571428571428571
08 August,Madhya Pradesh,38157,4.362405365174384,28353,977,15,859,5.820966321067968,791.8571428571429,6.097306097306097,14757,874678,10247.05489341395,10.063383500491131,172.88166509516606,12987.0,14.428571428571429
09 August,Madhya Pradesh,39025,4.376481723632889,29020,996,19,868,5.099882491186839,784.2857142857143,5.9545760211718255,17020,891698,10446.448126450456,10.168820580240165,199.39323303650647,13171.142857142857,15.714285714285714
10 August,Madhya Pradesh,39891,4.383982873332557,29674,1015,19,866,4.750932631116963,800.8571428571429,5.745971874871879,18228,909926,10659.993358635498,10.145390118073713,213.5452321850435,13937.714285714286,16.428571428571427
11 August,Madhya Pradesh,40734,4.374623446667161,30596,1033,18,843,3.973229014469529,807.4285714285714,5.361411496869664,21217,931143,10908.555416528305,9.875939803159516,248.562057892806,15060.0,17.285714285714285
12 August,Madhya Pradesh,41604,4.370985331290934,31239,1048,15,870,4.207166690845786,838.5714285714286,5.159033582056758,20679,951822,11150.814680098336,10.192251042406618,242.2592635700304,16254.42857142857,17.0
13 August,Madhya Pradesh,42618,4.384360410927055,31835,1065,17,1014,5.0138449367088604,864.8571428571429,4.821522435131648,20224,972046,11387.743513525498,11.879244318391162,236.92883342716257,17937.428571428572,17.0
14 August,Madhya Pradesh,43414,4.375652608620279,32405,1081,16,796,3.9550829772433667,873.7142857142857,4.624539701023054,20126,992172,11623.524254306505,9.325323942247893,235.78074078100641,18893.0,17.0
15 August,Madhya Pradesh,44433,4.3848412958438105,33353,1094,13,1019,4.8156899810964084,896.5714285714286,4.526375005409148,21160,1013332,11871.418544027567,11.93782047380729,247.8942897210621,19807.714285714286,16.714285714285715
16 August,Madhya Pradesh,45455,4.390332479188056,34038,1105,11,1022,4.643132978965063,918.5714285714286,4.476313133071113,22011,1035343,12129.282495400454,11.972966167056969,257.8639513728874,20520.714285714286,15.571428571428571
17 August,Madhya Pradesh,46385,4.39582829876659,35025,1128,23,930,4.682307924680294,927.7142857142857,4.4700197550919265,19862,1055205,12361.970415175489,10.895164907400178,232.68791977503477,20754.14285714286,16.142857142857142
18 August,Madhya Pradesh,47375,4.416940540288558,35713,1141,13,990,5.699481865284974,948.7142857142857,4.695542734317552,17370,1072575,12565.463979091124,11.598078772393738,203.49356391563558,20204.571428571428,15.428571428571429
19 August,Madhya Pradesh,48351,4.436119819549535,36475,1159,18,976,5.62082469477079,963.8571428571429,4.884988813831751,17364,1089939,12768.887251620261,11.434065537228573,203.42327252913623,19731.0,15.857142857142858
20 August,Madhya Pradesh,49493,4.454182033518186,37540,1171,12,1142,5.381968990056082,982.1428571428571,4.942061073092185,21219,1111158,13017.472739975234,13.378793897044089,248.58548835497243,19873.14285714286,15.142857142857142
30 January,West Bengal,,,,,,,,,,,,,,,,
31 January,West Bengal,,,,,,,,,,,,,,,,
01 February,West Bengal,,,,,,,,,,,,,,,,
02 February,West Bengal,,,,,,,,,,,,,,,,
03 February,West Bengal,,,,,,,,,,,,,,,,
04 February,West Bengal,,,,,,,,,,,,,,,,
05 February,West Bengal,,,,,,,,,,,,,,,,
06 February,West Bengal,,,,,,,,,,,,,,,,
07 February,West Bengal,,,,,,,,,,,,,,,,
08 February,West Bengal,,,,,,,,,,,,,,,,
09 February,West Bengal,,,,,,,,,,,,,,,,
10 February,West Bengal,,,,,,,,,,,,,,,,
11 February,West Bengal,,,,,,,,,,,,,,,,
12 February,West Bengal,,,,,,,,,,,,,,,,
13 February,West Bengal,,,,,,,,,,,,,,,,
14 February,West Bengal,,,,,,,,,,,,,,,,
15 February,West Bengal,,,,,,,,,,,,,,,,
16 February,West Bengal,,,,,,,,,,,,,,,,
17 February,West Bengal,,,,,,,,,,,,,,,,
18 February,West Bengal,,,,,,,,,,,,,,,,
19 February,West Bengal,,,,,,,,,,,,,,,,
20 February,West Bengal,,,,,,,,,,,,,,,,
21 February,West Bengal,,,,,,,,,,,,,,,,
22 February,West Bengal,,,,,,,,,,,,,,,,
23 February,West Bengal,,,,,,,,,,,,,,,,
24 February,West Bengal,,,,,,,,,,,,,,,,
25 February,West Bengal,,,,,,,,,,,,,,,,
26 February,West Bengal,,,,,,,,,,,,,,,,
27 February,West Bengal,,,,,,,,,,,,,,,,
28 February,West Bengal,,,,,,,,,,,,,,,,
29 February,West Bengal,,,,,,,,,,,,,,,,
01 March,West Bengal,,,,,,,,,,,,,,,,
02 March,West Bengal,,,,,,,,,,,,,,,,
03 March,West Bengal,,,,,,,,,,,,,,,,
04 March,West Bengal,,,,,,,,,,,,,,,,
05 March,West Bengal,,,,,,,,,,,,,,,,
06 March,West Bengal,,,,,,,,,,,,,,,,
07 March,West Bengal,,,,,,,,,,,,,,,,
08 March,West Bengal,,,,,,,,,,,,,,,,
09 March,West Bengal,,,,,,,,,,,,,,,,
10 March,West Bengal,,,,,,,,,,,,,,,,
11 March,West Bengal,,,,,,,,,,,,,,,,
12 March,West Bengal,,,,,,,,,,,,,,,,
13 March,West Bengal,,,,,,,,,,,,,,,6500.0,1.0
14 March,West Bengal,,,,,,,,,,,,,,,6500.0,1.0
15 March,West Bengal,,,,,,,,,,,,,,,6500.0,1.0
16 March,West Bengal,,,,,,,,,,,,,,,6500.0,1.0
17 March,West Bengal,1,,,,,1,,1.0,,,,,,,6500.0,1.0
18 March,West Bengal,1,,,,,,,1.0,,,,,,,6562.5,1.0
19 March,West Bengal,1,,,,,,,1.0,,,,,,,4725.0,1.0
20 March,West Bengal,2,,,,,1,,1.0,,,,,,,2968.0,
21 March,West Bengal,4,,,,,2,,1.3333333333333333,,,,,,,2602.75,
22 March,West Bengal,7,,,,,3,,1.75,,,,,,,2325.4,
23 March,West Bengal,7,,,,,,,1.75,,,,,,,2367.8333333333335,
24 March,West Bengal,9,,,,,2,,2.0,,,,,,,2313.4285714285716,
25 March,West Bengal,9,,,,,,,2.0,,,,,,,1717.0,
26 March,West Bengal,10,,,,,1,,1.8,,,,,,,1930.4285714285713,1.0
27 March,West Bengal,15,,,,,5,,2.6,,,,,,,2047.3333333333333,1.0
28 March,West Bengal,18,,,,,3,,2.8,,,,,,,2155.4,1.0
29 March,West Bengal,21,,,1,1,3,,2.8,,,,,,,2390.25,1.0
30 March,West Bengal,22,,,2,1,1,,2.5,,,,,,,4433.75,1.0
31 March,West Bengal,37,,3,3,1,15,,4.666666666666667,,,,,,,5023.5,1.0
01 April,West Bengal,37,5.614567526555387,3,3,,,,4.666666666666667,,659,659,6.615847919345445,,,659.0,1.0
02 April,West Bengal,53,8.04248861911988,3,3,,16,,7.166666666666667,,,659,6.615847919345445,,,659.0,1.0
03 April,West Bengal,53,8.04248861911988,3,3,,,,7.6,,,659,6.615847919345445,,,659.0,1.0
04 April,West Bengal,53,5.08637236084453,3,3,,,,8.75,,383,1042,10.460870306461235,,,521.0,1.0
05 April,West Bengal,80,7.677543186180422,10,3,,27,,14.75,,,1042,10.460870306461235,,,521.0,1.0
06 April,West Bengal,80,6.149116064565718,10,3,,,,19.333333333333332,,259,1301,13.061029048662252,,,433.6666666666667,1.0
07 April,West Bengal,91,6.1197041022192336,13,3,,11,5.913978494623656,18.0,5.913978494623656,186,1487,14.928324516034412,,,371.75,1.0
08 April,West Bengal,99,6.657700067249496,13,5,2,8,,15.5,5.913978494623656,,1487,14.928324516034412,,,276.0,2.0
09 April,West Bengal,103,5.452620434092112,16,5,,4,0.9950248756218906,12.5,2.5510204081632653,402,1889,18.96409213906456,,,307.5,2.0
10 April,West Bengal,116,5.536992840095466,16,5,,13,6.310679611650485,12.6,3.526448362720403,206,2095,21.032172065293942,,,287.2,2.0
11 April,West Bengal,126,5.511811023622047,16,5,,10,5.2356020942408374,12.166666666666666,3.8578680203045685,191,2286,22.949663647380405,,,248.8,2.0
12 April,West Bengal,134,5.3111375346809355,19,7,2,8,3.3755274261603376,9.0,3.7643207855973815,237,2523,25.328959484838478,,,246.83333333333334,2.0
13 April,West Bengal,152,5.442176870748299,29,7,,18,6.666666666666667,10.285714285714286,4.289544235924933,270,2793,28.039549679410968,,,248.66666666666666,2.0
14 April,West Bengal,190,6.166828951639078,36,7,,38,13.194444444444445,14.142857142857142,5.708908406524467,288,3081,30.930845886954955,,,265.6666666666667,2.0
15 April,West Bengal,213,6.138328530259366,37,7,,23,5.912596401028278,16.285714285714285,5.748865355521937,389,3470,34.836103611727914,,,283.2857142857143,2.0
16 April,West Bengal,231,6.061401207032275,42,10,3,18,5.278592375366569,18.285714285714285,6.659729448491155,341,3811,38.25947863524354,,,274.57142857142856,2.5
17 April,West Bengal,255,6.054131054131054,51,10,,24,5.985037406483791,19.857142857142858,6.565895134624468,401,4212,42.28520703533083,,,302.42857142857144,2.5
18 April,West Bengal,287,6.198704103671706,55,12,2,32,7.655502392344498,23.0,6.868600682593857,418,4630,46.48160222544676,,,334.85714285714283,2.3333333333333335
19 April,West Bengal,310,6.144697720515362,62,12,,23,5.542168674698795,25.142857142857142,6.978588421887391,415,5045,50.6478797467341,,,360.2857142857143,2.5
20 April,West Bengal,339,6.1985737794843665,66,12,,29,6.839622641509434,26.714285714285715,6.988041853512706,424,5469,54.90451027450719,,,382.2857142857143,2.5
21 April,West Bengal,392,6.340989970883209,73,15,3,53,7.433380084151473,28.857142857142858,6.5140277329893586,713,6182,62.06247623276713,,,443.0,2.6666666666666665
22 April,West Bengal,423,6.011084268864573,73,15,,31,3.625730994152047,30.0,5.887300252312868,855,7037,70.64601184891335,,,509.57142857142856,2.6666666666666665
23 April,West Bengal,456,5.707133917396746,79,15,,33,3.4627492130115427,32.142857142857146,5.384063173007896,953,7990,80.21339131345995,,,597.0,2.5
24 April,West Bengal,514,5.75394604276279,103,18,3,58,6.150583244962885,37.0,5.486125820800678,943,8933,89.68037854857793,,,674.4285714285714,2.6666666666666665
25 April,West Bengal,571,5.779352226720648,103,18,,57,6.019007391763464,40.57142857142857,5.40952380952381,947,9880,99.18752267546738,,,750.0,3.0
26 April,West Bengal,611,5.609106765812907,105,20,2,40,3.9486673247778876,43.0,5.147058823529412,1013,10893,109.35725551658564,,,835.4285714285714,2.6666666666666665
27 April,West Bengal,649,5.38902266877024,105,20,,38,3.3043478260869565,44.285714285714285,4.715546090660176,1150,12043,120.90236190087586,,,939.1428571428571,2.6666666666666665
28 April,West Bengal,697,5.2711185056341225,109,22,2,48,4.067796610169491,43.57142857142857,4.331771055247834,1180,13223,132.74864497345192,,,1005.8571428571429,2.3333333333333335
29 April,West Bengal,725,4.9589603283173735,119,22,,28,2.0042949176807445,43.142857142857146,3.9825926414347883,1397,14620,146.77343942462883,,,1083.2857142857142,2.3333333333333335
30 April,West Bengal,758,4.586989409984872,124,33,11,33,1.7322834645669292,43.142857142857146,3.538371411833626,1905,16525,165.8981591307792,,,1219.2857142857142,4.5
01 May,West Bengal,795,4.2820208984164605,139,41,8,37,1.8128368446839784,40.142857142857146,2.9170559534932003,2041,18566,186.38821315715862,,,1376.142857142857,5.75
02 May,West Bengal,922,4.395499618611747,151,48,7,127,5.269709543568465,50.142857142857146,3.163302090843547,2410,20976,210.5827404494538,,,1585.142857142857,6.0
03 May,West Bengal,1198,5.22801658302422,132,122,74,276,14.234141309953584,83.85714285714286,4.882715022458825,1939,22915,230.0487937356614,,,1717.4285714285713,20.4
04 May,West Bengal,1259,5.012740882306099,218,133,11,61,2.7714675147660155,87.14285714285714,4.666105714067161,2201,25116,252.14512343289863,,,1867.5714285714287,18.833333333333332
05 May,West Bengal,1344,4.874687171303181,264,140,7,85,3.4623217922606924,92.42857142857143,4.509339280735991,2455,27571,276.79141575762253,,,2049.714285714286,19.666666666666668
06 May,West Bengal,1456,4.830629375269567,265,144,4,112,4.357976653696498,104.42857142857143,4.709748083242059,2570,30141,302.5922187207755,,,2217.285714285714,17.428571428571427
07 May,West Bengal,1548,4.726428920371275,296,151,7,92,3.523554193795481,112.85714285714286,4.8684291612744195,2611,32752,328.8046298245858,,,2318.1428571428573,16.857142857142858
08 May,West Bengal,1678,4.691475382335673,323,160,9,130,4.311774461028192,126.14285714285714,5.133422475437475,3015,35767,359.0728869973119,,,2457.285714285714,17.0
09 May,West Bengal,1786,4.536679536679537,372,171,11,108,2.9991668980838657,123.42857142857143,4.69769464984776,3601,39368,395.2241288145546,,,2627.4285714285716,17.571428571428573
10 May,West Bengal,1939,4.4663011931634955,417,185,14,153,3.7815126050420167,105.85714285714286,3.6148104785599298,4046,43414,435.8428248413705,,,2928.4285714285716,9.0
11 May,West Bengal,2063,4.3326682768035285,499,190,5,124,2.951678171863842,114.85714285714286,3.573492155206898,4201,47615,478.0176004243298,,,3214.1428571428573,8.142857142857142
12 May,West Bengal,2173,4.129451560183954,612,198,8,110,2.1969243059716397,118.42857142857143,3.3092491317711867,5007,52622,528.2839896992352,,,3578.714285714286,8.285714285714286
13 May,West Bengal,2290,3.9734869516935034,702,207,9,117,2.3353293413173652,119.14285714285714,3.033720126586883,5010,57632,578.5804966429691,,,3927.285714285714,9.0
14 May,West Bengal,2377,3.7828031255470504,768,215,8,87,1.6714697406340058,118.42857142857143,2.7555260096393552,5205,62837,630.8346520605611,,,4297.857142857143,9.142857142857142
15 May,West Bengal,2461,3.5388177099061013,829,225,10,84,1.2526096033402923,111.85714285714286,2.3182141165324492,6706,69543,698.1576811153874,,,4825.142857142857,9.285714285714286
16 May,West Bengal,2576,3.3329883034882517,892,232,7,115,1.4848289218850872,112.85714285714286,2.0833333333333335,7745,77288,775.9114628078464,,,5417.142857142857,8.714285714285714
17 May,West Bengal,2677,3.114384103494811,959,238,6,101,1.1652053530226119,105.42857142857143,1.7347562408913544,8668,85956,862.9314472765661,,,6077.428571428572,7.571428571428571
18 May,West Bengal,2824,3.018061344448007,1006,244,6,147,1.9306540583136327,108.71428571428571,1.655967794581656,7614,93570,939.3700907635103,,,6565.0,7.714285714285714
19 May,West Bengal,2961,2.8949375256643397,1074,250,6,137,1.5725436179981636,112.57142857142857,1.5867901731776077,8712,102282,1026.831801041716,,,7094.285714285715,7.428571428571429
20 May,West Bengal,3103,2.7954451271148266,1136,253,3,142,1.628440366972477,116.14285714285714,1.523327712197864,8720,111002,1114.3738251034645,,,7624.285714285715,6.571428571428571
21 May,West Bengal,3197,2.7741140536600604,1193,259,6,94,2.215935879302216,117.14285714285714,1.564676474516763,4242,115244,1156.960208827081,,,7486.714285714285,6.285714285714286
22 May,West Bengal,3332,2.7628753140573306,1221,265,6,135,2.5210084033613445,124.42857142857143,1.705969915387026,5355,120599,1210.720247686102,,,7293.714285714285,5.714285714285714
23 May,West Bengal,3459,2.6688167397074256,1281,269,4,127,1.4097014097014098,126.14285714285714,1.687691131498471,9009,129608,1301.1636071783375,,,7474.285714285715,5.285714285714286
24 May,West Bengal,3667,2.6414740966979773,1339,272,3,208,2.2569444444444446,141.42857142857142,1.872588333207233,9216,138824,1393.6850858197452,,,7552.571428571428,4.857142857142857
25 May,West Bengal,3816,2.5775250086120134,1414,278,6,149,1.6151761517615175,141.71428571428572,1.8208851116944145,9225,148049,1486.2969174676387,,,7782.714285714285,4.857142857142857
26 May,West Bengal,4009,2.5490058940595257,1486,283,5,193,2.091460771564803,149.71428571428572,1.9056277843440312,9228,157277,1578.9388667843605,,,7856.428571428572,4.714285714285714
27 May,West Bengal,4192,2.517521154504453,1578,289,6,183,1.981377219575574,155.57142857142858,1.9617733422204608,9236,166513,1671.6611298846253,,,7930.142857142857,5.142857142857143
28 May,West Bengal,4536,2.580659843317081,1668,295,6,344,3.7165082108902334,191.28571428571428,2.2123089632383315,9256,175769,1764.5841774437474,,,8646.42857142857,5.142857142857143
29 May,West Bengal,4813,2.60090461548438,1775,302,7,277,2.984270631329455,211.57142857142858,2.2978340470427603,9282,185051,1857.7682447993839,,,9207.42857142857,5.285714285714286
30 May,West Bengal,5130,2.6389296131113134,1970,309,7,317,3.3918253798416433,238.71428571428572,2.579141520937196,9346,194397,1951.5948224233634,,,9255.57142857143,5.714285714285714
31 May,West Bengal,5501,2.6998640497469952,2157,317,8,371,3.966217660893735,262.0,2.8247108290849723,9354,203751,2045.5017138308858,,,9275.285714285714,6.428571428571429
01 June,West Bengal,5772,2.706923477355544,2306,325,8,271,2.8586497890295357,279.42857142857144,3.000828449571968,9480,213231,2140.6735473292088,,,9311.714285714286,6.714285714285714
02 June,West Bengal,6168,2.7693219471458206,2410,335,10,396,4.170616113744076,308.42857142857144,3.2987516997967883,9495,222726,2235.9959691716745,,,9349.857142857143,7.428571428571429
03 June,West Bengal,6508,2.802454516094305,2580,345,10,340,3.579324139383093,330.85714285714283,3.524470416362308,9499,232225,2331.358547905912,,,9387.42857142857,8.0
04 June,West Bengal,6876,2.8433079299180006,2768,355,10,368,3.8309389964605454,334.2857142857143,3.5421270927310706,9606,241831,2427.7953234950355,,,9437.42857142857,8.571428571428571
05 June,West Bengal,7303,2.9035810700668345,2912,366,11,427,4.408424530249845,355.7142857142857,3.74627629163783,9686,251517,2525.0352369195875,,,9495.142857142857,9.142857142857142
06 June,West Bengal,7738,2.961483114417807,3119,383,17,435,4.451949646914338,372.57142857142856,3.8988802678985213,9771,261288,2623.128484294283,,,9555.857142857143,10.571428571428571
07 June,West Bengal,8187,3.0202085039509505,3303,396,13,449,4.588187206212957,383.7142857142857,3.9897211948368314,9786,271074,2721.3723200131217,,,9617.57142857143,11.285714285714286
08 June,West Bengal,8613,3.074995180258338,3465,405,9,426,4.720744680851064,405.85714285714283,4.2487325586612235,9024,280098,2811.9662678495,,,9552.42857142857,11.428571428571429
09 June,West Bengal,8985,3.120875303924974,3620,415,10,372,4.768008203024865,402.42857142857144,4.3222757541350845,7802,287900,2890.292285249702,,,9310.57142857143,11.428571428571429
10 June,West Bengal,9328,3.1363161062339664,3779,432,17,343,3.6033196764366004,402.85714285714283,4.3255514311132925,9519,297419,2985.8556484427963,,,9313.42857142857,12.428571428571429
11 June,West Bengal,9768,3.1823705532985165,3988,442,10,440,4.620877966813695,413.14285714285717,4.441714022423591,9522,306941,3081.4491293047195,,,9301.42857142857,12.428571428571429
12 June,West Bengal,10244,3.244862986578988,4206,451,9,476,5.435030828956383,420.14285714285717,4.582281636595931,8758,315699,3169.372643838297,,,9168.857142857143,12.142857142857142
13 June,West Bengal,10698,3.2946625727194054,4542,463,12,454,5.039964476021314,422.85714285714283,4.667370977151958,9008,324707,3259.8059641075893,,,9059.857142857143,11.428571428571429
14 June,West Bengal,11087,3.322116781978408,5060,475,12,389,4.309771770440948,414.2857142857143,4.628225793581129,9026,333733,3350.4199903898534,,,8951.285714285714,11.285714285714286
15 June,West Bengal,11494,3.3486577982880883,5494,485,10,407,4.280155642023346,411.57142857142856,4.562587102495883,9509,343242,3445.8829613535195,,,9020.57142857143,11.428571428571429
16 June,West Bengal,11909,3.385604712384223,6028,495,10,415,4.87546992481203,417.7142857142857,4.579196291540076,8512,351754,3531.336827043153,,,9122.0,11.428571428571429
17 June,West Bengal,12300,3.407428748725677,6533,506,11,391,4.239861201474734,424.57142857142856,4.67611750082603,9222,360976,3623.9185410222176,,,9079.57142857143,10.571428571428571
18 June,West Bengal,12735,3.43918701777791,7001,518,12,435,4.669887278582931,423.85714285714283,4.683504340962904,9315,370291,3717.4339027349683,,,9050.0,10.857142857142858
19 June,West Bengal,13090,3.4391979233445085,7303,529,11,355,3.4395891870942736,406.57142857142856,4.3843297952644305,10321,380612,3821.0487227282374,,,9273.285714285714,11.142857142857142
20 June,West Bengal,13531,3.461127226033529,7865,540,11,441,4.269119070667958,404.7142857142857,4.27719483656677,10330,390942,3924.7538957279926,,,9462.142857142857,11.0
21 June,West Bengal,13945,3.4733032620905573,8297,555,15,414,3.9245426106739973,408.2857142857143,4.217952123734467,10549,401491,4030.657658552234,,,9679.714285714286,11.428571428571429
22 June,West Bengal,14358,3.494672073291242,8687,569,14,413,4.410979386948628,409.14285714285717,4.235934449506005,9363,410854,4124.654902966242,,,9658.857142857143,12.0
